UUID,JO Service Item ,Variant Info
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second time wake up
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second time wake-up
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second wake call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second wake up call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second wake-up call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second wake-up call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week of course
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week of course
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week of course
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week out call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week out call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week out call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week-out call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week-out call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,second week-out call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,send 2nd call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,send second wakeup
52f9f847-6502-49f4-8a14-9c5128dfebb1,,set another wake-up
52f9f847-6502-49f4-8a14-9c5128dfebb1,,set second call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,set two alarms
52f9f847-6502-49f4-8a14-9c5128dfebb1,,set wake up for
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two calls to wake up
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two nd wakeup call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two time wake-up
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two wake up call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two wake-up calls
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two-clock wakeup
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two-hour wakeup call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,two-nd wake up call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake call again at
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake call two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake me again
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake me again at
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake me again at two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake me again second time
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake me at
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake me up again later
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake up again at two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake up call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake up call at 2
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake up call for two o'clock
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake up call number two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup at
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup call at two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake-up call for
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup call two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup follow-up at
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake-up reminder
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wake-up repeat at
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup round two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup round two
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wakeup second call
52f9f847-6502-49f4-8a14-9c5128dfebb1,,wants another wake up
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒失败通知值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无人接听报值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无反馈需要经理处理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无回应报值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无应答通知值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无应答通知值班经理（jiào xǐng → jiǎo xǐng）
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无应答通知值班经理（jiào xǐng wú yìng dá → jiāo xǐng wú yìng dá）
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无应答通知值班经理（tōng zhī → tóng zhī）
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无应答通知值班经理（wú yìng dá → wǔ yìng dá）
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒无应答通知值班经理（zhí bān → zhí bàn）
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒服务三次无人接听报经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒服务失败通知当班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒服务无回复通知经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒未成功请值班经理跟进
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒未接听通知值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒未接通知值班主管
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒电话无人应答报经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,叫醒电话没人接通知值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,客人叫醒无应答请通知值班经理
52f9f847-6502-49f4-8a14-9c5128dfebb1,,房间叫醒无反应需要值班经理处理
5ac0e0f5-58eb-467b-b99a-49496116bb5c,Additional chair,
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,  an extrchair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,  no chair found
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,  no chair in the room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,  no seat in the room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, ad additional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, ad ish null chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add dish on chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add dishnal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add dishnel chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add ish null chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add one chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add seating
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add shinal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add shinal share
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add the chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, add the snow chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, extr seat
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, get another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,, may chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,addchanal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,addi-shun chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,addition all chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,addition chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,Additional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additional chairs
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additional chare
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additional chat
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additional cheer
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additional share
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additionchair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,additonal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,addshonal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,addshunal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,adishen chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,adishnal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,adition chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,aditional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,another chair required
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,arrange an additional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,arrange one more chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,bring another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,bring chair to the room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,bring extrchair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,bring seating
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,chat
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,dish on chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,dishion chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,disshnal chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,edition chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,editional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,editional chare
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,editioner chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,give me another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,have chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,I would like another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,more seating
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,need chair in the room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,need extrchair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,need second chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,not enough chairs
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,one chair is not enough
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,one extrchair required
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,one more chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,place another chair in the room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,place extrchair in room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,provide another chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,provide one more chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,provide seating
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,provide spare chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,seating
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,seating not sufficient
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,send an additional chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,send chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,send me chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,send one chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,there is only one seat
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,there's no chair in the room
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,there's only one chair
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,want more chairs
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,临时椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,儿童椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,办公椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,加一把椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,塑料椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,备用椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,多一把椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,客人椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,客房椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,带轮椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,扶手椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,折叠椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,新椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,无扶手椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,木质椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,矮椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,酒店椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,额外的椅子
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,餐椅
5ac0e0f5-58eb-467b-b99a-49496116bb5c,,高椅子
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,Additional Coffee cups,
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,  more mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,  no cups for coffee in room
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,  no drink cups in room
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,  no mugs available
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add another coffee mug
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add coffee cup
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add coffee mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add cups for coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add dish in coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add dish null coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add dish null cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add more coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add more coffee mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add more cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add shinal coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add shonal coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add the coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add the cups of coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, add-on coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, air dish null coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, cup addition
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, cup shortage coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, cups required for coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, extr coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, extr cups for coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,, extr cups needed for coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,addishonal coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,addition all coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,addition coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,addition coffee mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,addition cup of coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coffe cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coffe mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,Additional Coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coffee mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coffey cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional copy cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coughing cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional coughing cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional cuffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional cup of coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,additional drink cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,add-shun all coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,addshunal coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,adishnal coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,aditional coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,aditional coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,arrange coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,bring more coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,bring set of coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,bring two coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cup
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cup
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cup addition
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cup delivery
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cup not provided
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cups are not enough
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cups missing
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee cups needed
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,coffee utensils missing
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,copy card
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,edition coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,edition cup of coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,have extrcoffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,missing coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,more coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,more cups needed
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,more than one coffee cup needed
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,need hot drink cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,need more coffee mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,need more mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,not enough cups for coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,not enough cups in room
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,one more coffee cup
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,only one coffee cup in room
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,provide coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,provide extrcoffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,provide more drink cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,provide one more coffee cup
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,replace missing coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,room short on cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,send clean coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,send coffee cup
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,send coffee cup to room
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,send extrcoffee mugs
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,send more coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,send us coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,there aren't enough coffee cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,we need cups
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,we need more cups for coffee
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,一次性咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,不锈钢咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,临时咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,儿童咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,加一个咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,备用咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,多一个咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,大咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,客人咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,客房咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,小咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,带把咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,新咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,无把咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,玻璃咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,酒店咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,防烫咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,陶瓷咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,额外的咖啡杯
71fb1786-e67d-4605-9caf-0e7fe8a61f0e,,马克咖啡杯
365e1754-d21b-4fdd-a177-9ca252d45f1a,Air con Airflow Not Sufficient,
365e1754-d21b-4fdd-a177-9ca252d45f1a,,  no strong air from air conditioner
365e1754-d21b-4fdd-a177-9ca252d45f1a,, ac air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, AC airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, AC flow too low
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air calm  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air cam  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air can  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air can't flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air clan  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air claw  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air come  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air coming out too soft
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con  air float not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con  air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con  airflow Not Sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con circulation weak
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air con flow too low
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air cond  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air conditioner air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air conditioner airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air conditioner flow too low
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air conditioner not blowing enough
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air conditioning  air not strong
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air cone  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air conflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air corn  air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air corn  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air count  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air cram  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air flow issue in  aircon
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air flow low from AC
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air flow not enough  air corn
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air flow not sufficient from  air corn
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air flung not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air from  aircon not coming out
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air gone  air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, air gone  airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, aircon air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, aircon airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,, aircon flow too low
365e1754-d21b-4fdd-a177-9ca252d45f1a,, econ air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,, egg on airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,,acorn air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,,acorn airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,,acorn flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircom airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon air too weak
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon blowing weak air
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon fan not working well
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon fan weak
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon not blowing strong
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon not cooling properly
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon output weak
365e1754-d21b-4fdd-a177-9ca252d45f1a,,aircon pressure weak
365e1754-d21b-4fdd-a177-9ca252d45f1a,,airconer airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,,airflow not efficient from air con
365e1754-d21b-4fdd-a177-9ca252d45f1a,,airflow problem with aircon
365e1754-d21b-4fdd-a177-9ca252d45f1a,,arkon airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,,icon air flow
365e1754-d21b-4fdd-a177-9ca252d45f1a,,icon airflow not sufficient
365e1754-d21b-4fdd-a177-9ca252d45f1a,,insufficient airflow from aircon
365e1754-d21b-4fdd-a177-9ca252d45f1a,,low ventilation from air con
365e1754-d21b-4fdd-a177-9ca252d45f1a,,not enough air from AC
365e1754-d21b-4fdd-a177-9ca252d45f1a,,poor airflow from air conditioner
365e1754-d21b-4fdd-a177-9ca252d45f1a,,weak AC output
365e1754-d21b-4fdd-a177-9ca252d45f1a,,weak airflow from aircon
365e1754-d21b-4fdd-a177-9ca252d45f1a,,空调气流不足
365e1754-d21b-4fdd-a177-9ca252d45f1a,,空调的气流不太够劲。
365e1754-d21b-4fdd-a177-9ca252d45f1a,,空调的气流好像不太够劲。
365e1754-d21b-4fdd-a177-9ca252d45f1a,,空调的气流好像不太顺畅。
365e1754-d21b-4fdd-a177-9ca252d45f1a,,空调的气流好像不太顺畅吧。
365e1754-d21b-4fdd-a177-9ca252d45f1a,,空调的气流好像不太顺畅哦。
